pdb_id	smiles	PDBbind_pKd	BindingDB_pKd	delta_pKd	fold_diff	conflict	PDBbind_type	BindingDB_type
5EM5	CN1CCN(c2ccc(NC(=O)c3c(NCCc4ccc(Cl)cc4)cc[nH]c3=O)cc2)CC1	6.58	6.581698708680254	0.001698708680254235	1.0039190808760992	False	Ki	Ki
6CQ4	Nc1nc2oc3ccc(C4CCC(F)(F)CC4)cc3c(=O)c2cc1C(=O)O	4.85	6.431798275933005	1.5817982759330054	38.17669039520961	True	IC50	IC50
3HEC	Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1	4.47	5.508638306165727	1.0386383061657272	10.930456649651692	True	Kd	Kd
6R0U	Nc1cccc2c1C(=O)N(C1CC(=O)NC1=O)C2=O	4.4	4.3979400086720375	-0.0020599913279628623	1.0047545726038332	False	Unknown	Ki
1PYE	Nc1nc2ccc(C(=O)c3c(F)cccc3F)cn2c1C(=O)c1ccccc1	6.41	5.29645070176177	-1.1135492982382305	12.988209890331067	True	Ki	IC50
3PCE	O=C(O)Cc1cccc(O)c1	2.0	6.899629454882437	4.899629454882437	79365.07936507928	True	Ki	Ki
4MOT	C=CCNC(=O)Nc1nc2cc(-c3cccnc3)c(=O)n(CCC(C)C)c2s1	7.3	7.301029995663981	0.0010299956639814312	1.0023744672545452	False	IC50	IC50
5VQU	Cc1c(Oc2ccccc2OCCn2ccc(=O)[nH]c2=O)cc(N(C)C(=O)CF)c2ccc(C#N)cc12	5.11	4.823908740944319	-0.28609125905568167	1.9323743275397027	False	IC50	EC50
3MOE	O=C(O)C(=O)CS(=O)(=O)O	4.3	4.431798275933005	0.1317982759330052	1.3545600908845203	False	Ki	Ki
4O72	O=c1cc(N2CCOCC2)oc2c(-c3cccc4c3sc3ccccc34)cccc12	6.0	9.187086643357144	3.1870866433571443	1538.461538461538	True	IC50	Ki
4IJP	NC(=O)c1cc2c(-c3ccc(C(=O)NCc4ccnc(Cl)c4)s3)cccc2s1	7.8	7.0655015487564325	-0.7344984512435673	5.426233162529656	False	IC50	Ki
5QIN	COc1ccc(-c2c(-c3ccnc(NC(C)=O)c3)[nH]c3cccnc23)cn1	10.4	8.522878745280337	-1.877121254719663	75.35659294528749	True	IC50	IC50
4NUC	Cc1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)cc(C)c1O	6.04	5.605548319173784	-0.434451680826216	2.719265926435097	False	Ki	Ki
5F4N	COC(=O)c1cnc(Nc2cnc(C#N)cn2)cc1NCC1CNCCO1	8.66	8.657577319177793	-0.0024226808222067575	1.0055940171527262	False	IC50	IC50
1U6Q	N=C(N)c1ccc2cc(C3CC3c3ccccc3)ccc2c1	5.88	5.899974269892137	0.019974269892137464	1.0470665119590208	False	Ki	Ki
4C7T	CNC(=O)c1ccccc1Nc1ncnc(Nc2cc(OC)c(OC)c(OC)c2)n1	6.4	6.3979400086720375	-0.0020599913279628623	1.0047545726038332	False	IC50	IC50
6BGY	CN1CCCC1CCOC(c1cc2nccc(C(=O)O)c2[nH]1)c1ccccc1Cl	6.82	6.823908740944319	0.003908740944318367	1.0090408322908044	False	Kd	Kd
3MYG	CCN(Cc1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)C(C)(C)CO	10.7	7.886056647693163	-2.8139433523068362	651.5434037154531	True	Kd	IC50
4AWF	O=C(O)C(=O)CC(=O)c1ccccc1	5.57	5.474955192963154	-0.09504480703684592	1.24464301747553	False	IC50	Ki
5IGK	CCOC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12	7.38	4.356547323513812	-3.0234526764861878	1055.4864843685766	True	Kd	Kd
3THB	Cc1ncc(CCCN(C)C)cc1Nc1ncc2c(n1)-c1ccc(Cl)cc1NC(=S)C2	8.7	6.698970004336019	-2.0010299956639805	100.2374467254543	True	IC50	IC50
1CEA	NCCCCCC(=O)O	4.96	5.045757490560675	0.08575749056067483	1.2183091068257603	False	Kd	Kd
6HTT	O=C(NO)c1cccc(C(=O)Nc2ccccc2)c1	6.66	4.407823242604133	-2.2521767573958673	178.72148213941634	True	IC50	IC50
4OLC	CCN(CC)C(=S)S	6.19	2.508638306165728	-3.6813616938342726	4801.331518628691	True	IC50	Ki
5X4M	Nc1ncnc(Nc2ccccc2)n1	2.92	2.920818753952376	0.0008187539523758502	1.0018870288478456	False	Kd	Kd
4EOS	O=C1N=C(NCc2cccs2)SC1=Cc1ccc2ncccc2c1	6.05	5.698970004336019	-0.3510299956639811	2.2440369086039262	False	Ki	Ki
5SZ4	NS(=O)(=O)c1ccc(-c2ccccc2)cc1	9.7	7.376750709602099	-2.3232492903979	210.49863812345416	True	Ki	Ki
4LP0	CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cncc(C(=O)O)c2)cn1	8.0	6.154901959985743	-1.845098040014257	70.00000000000001	True	Unknown	IC50
4CWS	Nc1nc2c3ccc(NCCO)cc3nc(Cc3ccc4c(c3)OCO4)n2n1	7.92	7.920818753952375	0.0008187539523749621	1.0018870288478436	False	Ki	Ki
2XZ5	CC(=O)OCC[N+](C)(C)C	4.01	6.33913452199613	2.3291345219961306	213.3705722610939	True	Ki	Kd
2BO4	O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-]	4.61	2.30715308072277	-2.3028469192772305	200.83847695742782	True	Ki	Ki
4IJ1	O=C(O)c1ccccc1Nc1ccccc1C(=O)O	5.4	3.5228787452803374	-1.877121254719663	75.35659294528749	True	Ki	EC50
6A84	O=c1[nH]c(N2CCC3(CC2)CNc2cccc(Cl)c23)nc2c1CCCC2	8.28	8.193820026016112	-0.08617997398388688	1.2194948594964774	False	IC50	IC50
5IU2	c1ccc(-c2cc3c(cn2)ncc2ncn(-c4ccc5nc(NCCN6CCOCC6)sc5c4)c23)cc1	7.8	7.795880017344075	-0.0041199826559248365	1.0095317511683093	False	IC50	IC50
2Z94	Cc1ccc(S)c(S)c1	5.85	5.853871964321762	0.003871964321762178	1.0089553890162535	False	Ki	Ki
6IQL	Clc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1	9.37	6.348721986001856	-3.0212780139981428	1050.214509263322	True	Ki	Ki
3M35	CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2cccc(CN)c2)c(F)c1	7.22	7.221848749616356	0.0018487496163563932	1.0042659767905964	False	Ki	Ki
2IKU	CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(c1ccccc1)CC2	7.1	7.236572006437063	0.13657200643706346	1.3695314391797981	False	Kd	IC50
2HA6	C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C	4.32	4.6777807052660805	0.3577807052660802	2.2791909158220847	False	Kd	Ki
5GGZ	CCOc1ncc2c(n1)CCN(C(=O)c1cc(C(C)C)c(O)cc1O)C2	7.25	6.251037138743839	-0.9989628612561612	9.976147490318352	False	IC50	IC50
5UY8	CCC1(C)CC(c2ccc(S(=O)(=O)Nc3cc4c(=O)[nH]ccc4cc3F)s2)=CNC1=O	8.3	8.301029995663981	0.001029995663980543	1.0023744672545432	False	Unknown	IC50
2E91	O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O	6.59	7.958607314841775	1.3686073148417748	23.367234388807844	True	Ki	Ki
5J9L	C=CC(=O)Nc1ccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3[nH]ccc23)cc1	7.47	7.468521082957745	-0.0014789170422551123	1.003411137066571	False	IC50	IC50
1EOC	O=[N+]([O-])c1ccc(O)c(O)c1	6.05	3.838631997765025	-2.2113680022349747	162.6926758737846	True	Ki	IC50
3BYM	COc1cc(Nc2ncnc(-n3c(Nc4ccccc4)nc4ccccc43)n2)cc(OC)c1OC	8.22	8.154901959985743	-0.06509804001425756	1.1617108352062944	False	IC50	IC50
4ANU	CNC(=O)c1nc(-c2cccc(-c3nnn[nH]3)c2)cnc1N	7.68	5.0	-2.6799999999999997	478.630092322638	True	IC50	IC50
4AVW	O=c1[nH]c2sccc2c2ccccc12	7.62	6.346787486224656	-1.273212513775344	18.75912225616511	True	IC50	IC50
1N1M	CC(C)C(N)C(=O)N1CCCC1	5.7	3.6516951369518393	-2.048304863048161	111.76475309888177	True	Ki	IC50
4J53	COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C	8.7	9.096910013008056	0.39691001300805695	2.494077893711103	False	IC50	IC50
6BKY	O=c1[nH]c2c(Br)c(Br)c(Br)c(Br)c2[nH]1	6.57	6.568636235841013	-0.0013637641589872018	1.0031451185623657	False	IC50	IC50
1ZGE	Nc1c(Cl)cc(S(N)(=O)=O)cc1Cl	7.3	5.382999658879101	-1.9170003411208985	82.60385983971152	True	Ki	Ki
5KCB	CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21	6.0	5.6777807052660805	-0.3222192947339195	2.1000000000000014	False	Kd	IC50
5L8A	COc1ccc(CN2CCc3c(c(C(=O)NCc4ccccc4)nn3CCO)C2)c2ccccc12	4.91	5.580044251510242	0.6700442515102418	4.677828025902588	False	Ki	IC50
5L2S	CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1	7.08	9.070070439915412	1.9900704399154119	97.73957357258173	True	Kd	Kd
6GGN	COc1ncc(-c2nc3c(n2C(C)C)C(c2ccc(Cl)cc2C)N(c2cc(Cl)ccc2C)C3=O)c(OC)n1	10.1	9.795880017344077	-0.3041199826559229	2.0142806588706588	False	IC50	IC50
4NXU	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O	5.54	6.552841968657781	1.0128419686577805	10.300112511166445	True	Kd	IC50
3TNH	Nc1n[nH]c(N)c1N=Nc1ccc(O)cc1	6.46	6.455931955649724	-0.004068044350275635	1.009411026094312	False	IC50	Ki
4RJ5	COC1CCN(c2nccc(Nc3cc4[nH]c(-c5cn[nH]c5)cc4cn3)n2)CC1	7.18	7.180456064458132	0.00045606445813195506	1.0010506787993894	False	Ki	Ki
2QU2	N=C(N)NC(=O)Cn1c(-c2ccccc2)ccc1-c1ccccc1	5.43	5.431798275933005	0.0017982759330053	1.0041492678301966	False	IC50	IC50
3NW7	O=C(NCc1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1)c1ccc(F)nc1	8.28	7.397940008672037	-0.8820599913279628	7.621842871852995	False	IC50	IC50
3R5M	C=CCc1ccc(O)c(-c2cc(CC=C)ccc2O)c1	4.34	5.841637507904751	1.5016375079047508	31.742235389921913	True	Kd	Ki
4KP0	Cc1cccc2scc(Cn3c(SCCCC(=O)O)nc4ccccc43)c12	8.65	7.2839966563652	-1.3660033436348007	23.227546791850163	True	Ki	IC50
1ZKL	CC(C)Cn1c(=O)n(C)c(=O)c2nc[nH]c21	5.09	5.070581074285707	-0.019418925714292712	1.0457284551905242	False	IC50	Ki
4Z16	C=CC(=O)Nc1cccc(CNc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1	8.32	8.318758762624412	-0.0012412373755879003	1.0028621428099405	False	IC50	IC50
4JAJ	O=c1[nH]c2ncccc2c2ccccc12	5.26	5.2564902352715706	-0.003509764728429232	1.0081142756699297	False	IC50	IC50
2WXI	Cc1ccccc1-n1c(Cn2nc(C#CCO)c3c(N)ncnc32)nc2cccc(C)c2c1=O	8.15	8.154901959985743	0.004901959985742721	1.0113511205487673	False	IC50	IC50
6EKD	CSc1nc(C)c(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)[nH]1	6.44	6.735182176990463	0.2951821769904628	1.9732502976635908	False	IC50	IC50
5A7I	O=P(O)(O)Oc1cc(-c2cc(OP(=O)(O)O)c(OP(=O)(O)O)c(OP(=O)(O)O)c2)cc(OP(=O)(O)O)c1OP(=O)(O)O	5.26	6.154901959985743	0.8949019599857433	7.850583912251781	False	IC50	IC50
2PL0	Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1	7.21	5.508638306165727	-1.701361693834273	50.27611301812687	True	Kd	Kd
3U8J	c1cncc(N2CCCNCC2)c1	8.51	6.866461091629782	-1.6435389083702177	44.008737342429455	True	Ki	Ki
5AX9	COc1ccc(C#N)cc1-c1ccnc(Nc2ccc(N3CCOCC3)c(OC)c2)c1	8.1	8.096910013008056	-0.0030899869919434053	1.0071403294353334	False	IC50	IC50
5EI8	COc1cc(-c2cnn(C)c2)ccc1Nc1ncc2ccnc(-c3cnn(C)c3)c2n1	8.1	8.096910013008056	-0.0030899869919434053	1.0071403294353334	False	IC50	IC50
4JSR	CCNC(=O)c1ccc(C(=O)NCCC2CCN(c3ncnc4cc(C(N)=O)sc34)CC2)s1	8.4	4.301029995663981	-4.098970004336019	12559.43215754791	True	IC50	IC50
3HV5	Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Nc3ccnc4ccc([N+](=O)[O-])cc34)c2)cc1	7.02	7.022276394711152	0.0022763947111528182	1.005255353706776	False	IC50	IC50
6AP6	Cc1c(Cl)cccc1Nc1ccccc1C(=O)O	5.37	6.823908740944319	1.4539087409443185	28.43863458677283	True	Kd	Kd
5ANV	CNC(=O)c1cnc2cc(OC)c(OC)cc2c1Nc1ccc(Cl)cc1F	9.3	9.30102999566398	0.0010299956639787666	1.002374467254539	False	Kd	Kd
1QKN	O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12	8.47	6.1487416512809245	-2.321258348719076	209.53585509331378	True	IC50	Kd
1UWH	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1	7.66	5.0	-2.66	457.0881896148752	True	IC50	Kd
1MQJ	NC(Cn1ccc(=O)[nH]c1=O)C(=O)O	5.32	6.3872161432802645	1.0672161432802643	11.67390469079605	True	IC50	Ki
2W05	COCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1	9.0	6.698970004336019	-2.3010299956639813	200.00000000000003	True	IC50	IC50
3HV4	Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Nc3ccnc4ccc(N)cc34)c2)cc1	6.51	6.508638306165727	-0.0013616938342728702	1.003140336481848	False	IC50	IC50
3FZS	Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1	5.82	5.0	-0.8200000000000003	6.606934480075965	False	IC50	Kd
5KCV	Nc1ncccc1-c1nc2ccc(-c3ccccc3)nc2n1-c1ccc(C2(N)CCC2)cc1	8.3	8.346787486224656	0.04678748622465534	1.1137494080606025	False	IC50	IC50
3S78	NS(=O)(=O)c1cccs1	6.47	4.698970004336019	-1.771029995663981	59.02418453332769	True	Kd	IC50
4K6I	C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C	6.2	5.798602875679548	-0.40139712432045194	2.5199801760131733	False	Kd	Kd
3IDP	Cc1ccc2c(Nc3ccc(Cl)cc3)nccc2c1Nc1ncccc1-c1ncnc2nc[nH]c12	8.8	9.522878745280336	0.7228787452803349	5.282977308203679	False	IC50	Ki
3OKH	O=C(O)c1ccc2nc(-c3ccc(Cl)cc3)n(C(C(=O)NC3CCCCC3)C3CCCCC3)c2c1	5.24	5.242603971206976	0.0026039712069758636	1.006013876463561	False	IC50	IC50
2Q96	O=C(O)c1ccc(Cc2ccccc2Cl)o1	5.92	3.701146923590293	-2.2188530764097067	165.52099044943157	True	IC50	IC50
4EHM	COc1cc(C(=O)O)c2c(c1C)OC(=O)c1c(C)cc(O)c(C=O)c1O2	5.85	3.6989700043360183	-2.1510299956639813	141.58915687682764	True	IC50	IC50
3IG6	CN(C)c1ccc(C(=O)O)c(Oc2nc(Oc3cccc(-c4cccc(CN)c4)c3)c(F)c(N3CCC(N(C)C)C3)c2F)c1	7.6	7.602059991327962	0.002059991327961974	1.0047545726038312	False	IC50	IC50
4R6E	NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12	7.78	8.494850021680094	0.7148500216800935	5.18620908574237	False	IC50	IC50
1IYL	Cc1c(C(=O)c2nccn2C)oc2cccc(OCCCNCc3cccnc3)c12	9.0	7.161150909262744	-1.8388490907372557	69.00000000000006	True	IC50	IC50
2NQ6	CC(C)(C)OC(=O)Nc1cccnc1C(=O)Nc1nccs1	5.82	3.5228787452803374	-2.297121254719663	198.208034402279	True	IC50	IC50
5AKJ	OCCSc1nc2ccccc2[nH]1	5.86	5.863279432843593	0.003279432843593	1.0075797551845869	False	Unknown	IC50
4DDH	COc1ccc2c(CC(=O)O)coc2c1	3.3	0.3010299956639812	-2.9989700043360186	997.6311574844393	True	Kd	IC50
3ARR	CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O	5.4	4.443697499232712	-0.9563025007672881	9.042791153434505	False	Kd	Kd
1LQE	C[N+](C)(C)c1ccc(CNC(=O)c2cc3cc(OCc4ccccc4)ccc3n2Cc2cccc(C(=N)N)c2)cc1	5.82	7.086186147616283	1.266186147616283	18.4580640053196	True	Ki	Ki
3KRR	Fc1cc(-c2cccc3ncc(-c4cnn(C5CCNCC5)c4)nc23)cc(F)c1CN1CCOCC1	9.32	4.376750709602099	-4.943249290397901	87750.43749586977	True	IC50	Kd
6CKR	Cn1cc(-c2ccc3c(=O)n(C)cc(-c4cccc(NS(C)(=O)=O)c4)c3c2)cn1	7.3	7.301029995663981	0.0010299956639814312	1.0023744672545452	False	Kd	IC50
