pdb_id	smiles	PDBbind_pKd	BindingDB_pKd	delta_pKd	fold_diff	conflict	PDBbind_type	BindingDB_type	PDBbind_type_clean	BindingDB_type_clean	type_match	type_match_strict	is_conflict
4NUC	Cc1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)cc(C)c1O	6.04	5.605548319173784	-0.434451680826216	2.719265926435097	False	Ki	Ki	Ki	Ki	True	True	False
5F4N	COC(=O)c1cnc(Nc2cnc(C#N)cn2)cc1NCC1CNCCO1	8.66	8.657577319177793	-0.0024226808222067	1.0055940171527262	False	IC50	IC50	IC50	IC50	True	True	False
1U6Q	N=C(N)c1ccc2cc(C3CC3c3ccccc3)ccc2c1	5.88	5.899974269892137	0.0199742698921374	1.0470665119590208	False	Ki	Ki	Ki	Ki	True	True	False
4C7T	CNC(=O)c1ccccc1Nc1ncnc(Nc2cc(OC)c(OC)c(OC)c2)n1	6.4	6.3979400086720375	-0.0020599913279628	1.0047545726038332	False	IC50	IC50	IC50	IC50	True	True	False
6BGY	CN1CCCC1CCOC(c1cc2nccc(C(=O)O)c2[nH]1)c1ccccc1Cl	6.82	6.823908740944319	0.0039087409443183	1.0090408322908044	False	Kd	Kd	Kd	Kd	True	True	False
5IGK	CCOC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12	7.38	4.356547323513812	-3.023452676486188	1055.4864843685766	True	Kd	Kd	Kd	Kd	True	True	True
3THB	Cc1ncc(CCCN(C)C)cc1Nc1ncc2c(n1)-c1ccc(Cl)cc1NC(=S)C2	8.7	6.698970004336019	-2.0010299956639805	100.2374467254543	True	IC50	IC50	IC50	IC50	True	True	True
1CEA	NCCCCCC(=O)O	4.96	5.045757490560675	0.0857574905606748	1.2183091068257603	False	Kd	Kd	Kd	Kd	True	True	False
6HTT	O=C(NO)c1cccc(C(=O)Nc2ccccc2)c1	6.66	4.407823242604133	-2.2521767573958678	178.72148213941634	True	IC50	IC50	IC50	IC50	True	True	True
5X4M	Nc1ncnc(Nc2ccccc2)n1	2.92	2.920818753952376	0.0008187539523758	1.0018870288478456	False	Kd	Kd	Kd	Kd	True	True	False
4EOS	O=C1N=C(NCc2cccs2)SC1=Cc1ccc2ncccc2c1	6.05	5.698970004336019	-0.3510299956639811	2.2440369086039262	False	Ki	Ki	Ki	Ki	True	True	False
5SZ4	NS(=O)(=O)c1ccc(-c2ccccc2)cc1	9.7	7.376750709602099	-2.3232492903979	210.49863812345416	True	Ki	Ki	Ki	Ki	True	True	True
4CWS	Nc1nc2c3ccc(NCCO)cc3nc(Cc3ccc4c(c3)OCO4)n2n1	7.92	7.920818753952375	0.0008187539523749	1.0018870288478436	False	Ki	Ki	Ki	Ki	True	True	False
2BO4	O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-]	4.61	2.30715308072277	-2.3028469192772305	200.83847695742784	True	Ki	Ki	Ki	Ki	True	True	True
6A84	O=c1[nH]c(N2CCC3(CC2)CNc2cccc(Cl)c23)nc2c1CCCC2	8.28	8.193820026016112	-0.0861799739838868	1.2194948594964774	False	IC50	IC50	IC50	IC50	True	True	False
5IU2	c1ccc(-c2cc3c(cn2)ncc2ncn(-c4ccc5nc(NCCN6CCOCC6)sc5c4)c23)cc1	7.8	7.795880017344075	-0.0041199826559248	1.0095317511683093	False	IC50	IC50	IC50	IC50	True	True	False
2Z94	Cc1ccc(S)c(S)c1	5.85	5.853871964321762	0.0038719643217621	1.0089553890162537	False	Ki	Ki	Ki	Ki	True	True	False
6IQL	Clc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1	9.37	6.348721986001856	-3.0212780139981428	1050.214509263322	True	Ki	Ki	Ki	Ki	True	True	True
3M35	CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2cccc(CN)c2)c(F)c1	7.22	7.221848749616356	0.0018487496163563	1.0042659767905964	False	Ki	Ki	Ki	Ki	True	True	False
5GGZ	CCOc1ncc2c(n1)CCN(C(=O)c1cc(C(C)C)c(O)cc1O)C2	7.25	6.251037138743839	-0.9989628612561612	9.976147490318352	False	IC50	IC50	IC50	IC50	True	True	False
2E91	O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O	6.59	7.958607314841775	1.3686073148417748	23.367234388807844	True	Ki	Ki	Ki	Ki	True	True	True
5J9L	C=CC(=O)Nc1ccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3[nH]ccc23)cc1	7.47	7.468521082957745	-0.0014789170422551	1.003411137066571	False	IC50	IC50	IC50	IC50	True	True	False
3BYM	COc1cc(Nc2ncnc(-n3c(Nc4ccccc4)nc4ccccc43)n2)cc(OC)c1OC	8.22	8.154901959985743	-0.0650980400142575	1.1617108352062944	False	IC50	IC50	IC50	IC50	True	True	False
4ANU	CNC(=O)c1nc(-c2cccc(-c3nnn[nH]3)c2)cnc1N	7.68	5.0	-2.68	478.630092322638	True	IC50	IC50	IC50	IC50	True	True	True
4AVW	O=c1[nH]c2sccc2c2ccccc12	7.62	6.346787486224656	-1.273212513775344	18.75912225616511	True	IC50	IC50	IC50	IC50	True	True	True
4J53	COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C	8.7	9.096910013008056	0.3969100130080569	2.494077893711103	False	IC50	IC50	IC50	IC50	True	True	False
6BKY	O=c1[nH]c2c(Br)c(Br)c(Br)c(Br)c2[nH]1	6.57	6.568636235841013	-0.0013637641589872	1.0031451185623657	False	IC50	IC50	IC50	IC50	True	True	False
1ZGE	Nc1c(Cl)cc(S(N)(=O)=O)cc1Cl	7.3	5.382999658879101	-1.9170003411208985	82.60385983971152	True	Ki	Ki	Ki	Ki	True	True	True
5L2S	CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1	7.08	9.070070439915412	1.990070439915412	97.73957357258172	True	Kd	Kd	Kd	Kd	True	True	True
6GGN	COc1ncc(-c2nc3c(n2C(C)C)C(c2ccc(Cl)cc2C)N(c2cc(Cl)ccc2C)C3=O)c(OC)n1	10.1	9.795880017344077	-0.3041199826559229	2.0142806588706588	False	IC50	IC50	IC50	IC50	True	True	False
4RJ5	COC1CCN(c2nccc(Nc3cc4[nH]c(-c5cn[nH]c5)cc4cn3)n2)CC1	7.18	7.180456064458132	0.0004560644581319	1.0010506787993894	False	Ki	Ki	Ki	Ki	True	True	False
2QU2	N=C(N)NC(=O)Cn1c(-c2ccccc2)ccc1-c1ccccc1	5.43	5.431798275933005	0.0017982759330053	1.0041492678301966	False	IC50	IC50	IC50	IC50	True	True	False
3NW7	O=C(NCc1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1)c1ccc(F)nc1	8.28	7.397940008672037	-0.8820599913279628	7.621842871852995	False	IC50	IC50	IC50	IC50	True	True	False
4Z16	C=CC(=O)Nc1cccc(CNc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1	8.32	8.318758762624412	-0.0012412373755879	1.0028621428099405	False	IC50	IC50	IC50	IC50	True	True	False
4JAJ	O=c1[nH]c2ncccc2c2ccccc12	5.26	5.2564902352715706	-0.0035097647284292	1.0081142756699295	False	IC50	IC50	IC50	IC50	True	True	False
2WXI	Cc1ccccc1-n1c(Cn2nc(C#CCO)c3c(N)ncnc32)nc2cccc(C)c2c1=O	8.15	8.154901959985743	0.0049019599857427	1.0113511205487673	False	IC50	IC50	IC50	IC50	True	True	False
6EKD	CSc1nc(C)c(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)[nH]1	6.44	6.735182176990463	0.2951821769904628	1.9732502976635908	False	IC50	IC50	IC50	IC50	True	True	False
5A7I	O=P(O)(O)Oc1cc(-c2cc(OP(=O)(O)O)c(OP(=O)(O)O)c(OP(=O)(O)O)c2)cc(OP(=O)(O)O)c1OP(=O)(O)O	5.26	6.154901959985743	0.8949019599857433	7.850583912251781	False	IC50	IC50	IC50	IC50	True	True	False
2PL0	Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1	7.21	5.508638306165727	-1.701361693834273	50.27611301812687	True	Kd	Kd	Kd	Kd	True	True	True
3U8J	c1cncc(N2CCCNCC2)c1	8.51	6.866461091629782	-1.6435389083702177	44.008737342429455	True	Ki	Ki	Ki	Ki	True	True	True
5AX9	COc1ccc(C#N)cc1-c1ccnc(Nc2ccc(N3CCOCC3)c(OC)c2)c1	8.1	8.096910013008056	-0.0030899869919434	1.0071403294353334	False	IC50	IC50	IC50	IC50	True	True	False
5EI8	COc1cc(-c2cnn(C)c2)ccc1Nc1ncc2ccnc(-c3cnn(C)c3)c2n1	8.1	8.096910013008056	-0.0030899869919434	1.0071403294353334	False	IC50	IC50	IC50	IC50	True	True	False
4JSR	CCNC(=O)c1ccc(C(=O)NCCC2CCN(c3ncnc4cc(C(N)=O)sc34)CC2)s1	8.4	4.301029995663981	-4.098970004336019	12559.43215754791	True	IC50	IC50	IC50	IC50	True	True	True
3HV5	Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Nc3ccnc4ccc([N+](=O)[O-])cc34)c2)cc1	7.02	7.022276394711152	0.0022763947111528	1.005255353706776	False	IC50	IC50	IC50	IC50	True	True	False
6AP6	Cc1c(Cl)cccc1Nc1ccccc1C(=O)O	5.37	6.823908740944319	1.4539087409443183	28.43863458677283	True	Kd	Kd	Kd	Kd	True	True	True
5ANV	CNC(=O)c1cnc2cc(OC)c(OC)cc2c1Nc1ccc(Cl)cc1F	9.3	9.30102999566398	0.0010299956639787	1.002374467254539	False	Kd	Kd	Kd	Kd	True	True	False
2W05	COCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1	9.0	6.698970004336019	-2.3010299956639813	200.00000000000003	True	IC50	IC50	IC50	IC50	True	True	True
3HV4	Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Nc3ccnc4ccc(N)cc34)c2)cc1	6.51	6.508638306165727	-0.0013616938342728	1.003140336481848	False	IC50	IC50	IC50	IC50	True	True	False
5KCV	Nc1ncccc1-c1nc2ccc(-c3ccccc3)nc2n1-c1ccc(C2(N)CCC2)cc1	8.3	8.346787486224656	0.0467874862246553	1.1137494080606023	False	IC50	IC50	IC50	IC50	True	True	False
4K6I	C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C	6.2	5.798602875679548	-0.4013971243204519	2.5199801760131733	False	Kd	Kd	Kd	Kd	True	True	False
3OKH	O=C(O)c1ccc2nc(-c3ccc(Cl)cc3)n(C(C(=O)NC3CCCCC3)C3CCCCC3)c2c1	5.24	5.242603971206976	0.0026039712069758	1.006013876463561	False	IC50	IC50	IC50	IC50	True	True	False
2Q96	O=C(O)c1ccc(Cc2ccccc2Cl)o1	5.92	3.701146923590293	-2.2188530764097067	165.52099044943157	True	IC50	IC50	IC50	IC50	True	True	True
4EHM	COc1cc(C(=O)O)c2c(c1C)OC(=O)c1c(C)cc(O)c(C=O)c1O2	5.85	3.6989700043360174	-2.1510299956639813	141.58915687682764	True	IC50	IC50	IC50	IC50	True	True	True
3IG6	CN(C)c1ccc(C(=O)O)c(Oc2nc(Oc3cccc(-c4cccc(CN)c4)c3)c(F)c(N3CCC(N(C)C)C3)c2F)c1	7.6	7.602059991327962	0.0020599913279619	1.0047545726038312	False	IC50	IC50	IC50	IC50	True	True	False
4R6E	NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12	7.78	8.494850021680094	0.7148500216800935	5.18620908574237	False	IC50	IC50	IC50	IC50	True	True	False
1IYL	Cc1c(C(=O)c2nccn2C)oc2cccc(OCCCNCc3cccnc3)c12	9.0	7.161150909262744	-1.838849090737256	69.00000000000006	True	IC50	IC50	IC50	IC50	True	True	True
2NQ6	CC(C)(C)OC(=O)Nc1cccnc1C(=O)Nc1nccs1	5.82	3.5228787452803374	-2.297121254719663	198.208034402279	True	IC50	IC50	IC50	IC50	True	True	True
3ARR	CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O	5.4	4.443697499232712	-0.956302500767288	9.042791153434504	False	Kd	Kd	Kd	Kd	True	True	False
1LQE	C[N+](C)(C)c1ccc(CNC(=O)c2cc3cc(OCc4ccccc4)ccc3n2Cc2cccc(C(=N)N)c2)cc1	5.82	7.086186147616283	1.266186147616283	18.4580640053196	True	Ki	Ki	Ki	Ki	True	True	True
3ZRK	O=c1[nH]ccc2oc(-c3ccncc3)cc12	6.89	6.900008766455316	0.0100087664553161	1.023313648179471	False	IC50	IC50	IC50	IC50	True	True	False
3BKI	O=c1[nH]c2cc3no[n+]([O-])c3cc2[nH]c1=O	5.12	5.119186407719209	-0.0008135922807914	1.0018751213028696	False	IC50	IC50	IC50	IC50	True	True	False
6PSB	CN1CC(Cn2c3c(c4ccccc42)C(=O)NCC3)CC1=O	4.1	4.619788758288394	0.519788758288394	3.30970097801784	False	IC50	IC50	IC50	IC50	True	True	False
6IBY	CN1CCC(NC(=O)c2ccncc2Nc2cc(-c3ccc4ccn(C)c4c3)c3nccnc3c2)C1	7.82	7.823908740944319	0.0039087409443183	1.0090408322908044	False	IC50	IC50	IC50	IC50	True	True	False
5H8B	CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1C	11.31	11.30102999566398	-0.008970004336021	1.02086897233477	False	Kd	Kd	Kd	Kd	True	True	False
1YDA	CC(=O)Nc1nnc(S(N)(=O)=O)s1	6.55	7.301029995663981	0.7510299956639814	5.636765862528911	False	Kd	Kd	Kd	Kd	True	True	False
5OW8	NC(=O)c1cc2ccccc2n1-c1cccc(C(F)(F)F)c1	5.16	5.161150909262744	0.0011509092627441	1.002653581041936	False	IC50	IC50	IC50	IC50	True	True	False
4DK7	CN(c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)S(=O)(=O)c1ccccc1	7.7	7.698970004336019	-0.0010299956639814	1.0023744672545452	False	IC50	IC50	IC50	IC50	True	True	False
3FRZ	CCc1cc(CCC2(C3CCCC3)CC(O)=C(Cc3nc4nc(C)cc(C)n4n3)C(=O)O2)cc(CC)n1	8.15	7.795880017344075	-0.3541199826559253	2.26006007139641	False	IC50	IC50	IC50	IC50	True	True	False
6DD0	O=c1cc(CP(=O)(O)O)c2c(F)cc(F)cc2o1	5.48	5.050609993355087	-0.4293900066449136	2.6877570311578	False	Ki	Ki	Ki	Ki	True	True	False
5IGM	CCOC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12	7.38	4.356547323513812	-3.023452676486188	1055.4864843685766	True	Kd	Kd	Kd	Kd	True	True	True
6S56	CN(C)S(=O)(=O)c1cc(NC(=O)CN2C(=O)NC3(CCCc4ccccc43)C2=O)ccc1Cl	5.1	5.100015437450609	1.543745060939017e-05	1.0000355466754152	False	Kd	Kd	Kd	Kd	True	True	False
5MLI	CNc1cnn(C)c(=O)c1Cl	3.9	4.699991797446187	0.7999917974461872	6.309454276520663	False	IC50	IC50	IC50	IC50	True	True	False
1UY8	CCCCn1c(Cc2cccc(OC)c2)nc2c(N)ncnc21	4.12	4.1249387366083	0.0049387366082997	1.011436766705578	False	IC50	IC50	IC50	IC50	True	True	False
2JJK	O=C(NCCCCCCCNC(=O)NS(=O)(=O)c1cccc(Cl)c1)NS(=O)(=O)c1cccc(Cl)c1	8.05	8.045757490560675	-0.0042425094393259	1.0098166088717695	False	IC50	IC50	IC50	IC50	True	True	False
3ZIM	CC(C)=CC(=O)CCC(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1	8.17	8.167491087293763	-0.0025089127062365	1.0057937039543816	False	IC50	IC50	IC50	IC50	True	True	False
1HBJ	Cc1nc2cccc(F)c2c(N)c1CSCc1cccc(C(O)(O)C(F)(F)F)c1	8.52	4.958607314841775	-3.561392685158225	3642.442336308501	True	IC50	IC50	IC50	IC50	True	True	True
5ACX	O=C(O)c1ccccc1C(=O)c1ccc(F)cc1	5.05	5.045757490560675	-0.004242509439325	1.0098166088717675	False	Kd	Kd	Kd	Kd	True	True	False
5EDI	Cc1cc(Cl)c(C)n2nc(CCc3nc(N4CCCC4)nn3C)nc12	9.52	9.522878745280336	0.002878745280336	1.0066505734673352	False	IC50	IC50	IC50	IC50	True	True	False
2WXQ	COc1ccccc1-n1c(SCC(=O)Nc2ccc3nccnc3c2)nc2c(c1=O)CCCC2	7.47	7.468521082957745	-0.0014789170422551	1.003411137066571	False	IC50	IC50	IC50	IC50	True	True	False
3N0N	NS(=O)(=O)c1ccc(NC(=O)Nc2c(F)c(F)c(F)c(F)c2F)cc1	7.3	8.096910013008056	0.7969100130080564	6.264840420340904	False	Ki	Ki	Ki	Ki	True	True	False
3QXP	Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)sc1C(=O)c1ccccc1[N+](=O)[O-]	7.7	8.119186407719209	0.4191864077192084	2.6253451512748405	False	IC50	IC50	IC50	IC50	True	True	False
3SX9	CCOc1ccc2cc(-c3nn(CC4CCNCC4)c4ncnc(N)c34)ccc2c1	8.89	4.698970004336019	-4.191029995663982	15524.942332573855	True	Ki	Ki	Ki	Ki	True	True	True
1ZFQ	NS(=O)(=O)c1nc2ccc(O)cc2s1	7.52	9.903089986991944	2.383089986991944	241.59613763216163	True	Ki	Ki	Ki	Ki	True	True	True
1SL3	O=C(Cn1c(Cl)cnc(NCC(F)(F)c2cccc[n+]2[O-])c1=O)NCc1cc(Cl)ccc1-n1cnnn1	11.85	11.853871964321762	0.0038719643217621	1.0089553890162537	False	Ki	Ki	Ki	Ki	True	True	False
1DTH	CNC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)C(CSc1cccs1)C(=O)NO	8.22	9.30099959611422	1.0809995961142196	12.050348197113353	True	IC50	IC50	IC50	IC50	True	True	True
